baseline_accession,baseline_gene_id,baseline_gene_name,alternative_accession,relationship,baseline_family_gene_count,alternative_family_gene_count,orthogroups,alternative_gene_ids,alternative_gene_names,renamed_one_to_one
GCF_000005845.2,b4026,yjbE,GCF_003697165.2,one_to_one,1,1,OG0002783,EAS44_RS23250,yjbE,False
GCF_000005845.2,b4027,yjbF,GCF_003697165.2,one_to_one,1,1,OG0002784,EAS44_RS23245,yjbF,False
GCF_000005845.2,b4028,yjbG,GCF_003697165.2,one_to_one,1,1,OG0002785,EAS44_RS23240,yjbG,False
GCF_000005845.2,b4029,yjbH,GCF_003697165.2,one_to_one,1,1,OG0000139,EAS44_RS23235,yjbH,False
GCF_000005845.2,b4620,yjbT,GCF_003697165.2,one_to_one,1,1,OG0003433,EAS44_RS23230,EAS44_RS23230,True
GCF_000005845.2,b4030,psiE,GCF_003697165.2,one_to_one,1,1,OG0002786,EAS44_RS23225,psiE,False
GCF_000005845.2,b4031,xylE,GCF_003697165.2,no_ortholog,1,0,OG0004472,,,False
GCF_000005845.2,b4807,malH,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4032,malG,GCF_003697165.2,one_to_one,1,1,OG0002787,EAS44_RS23220,malG,False
GCF_000005845.2,b4033,malF,GCF_003697165.2,one_to_one,1,1,OG0002788,EAS44_RS23215,malF,False
GCF_000005845.2,b4034,malE,GCF_003697165.2,one_to_one,1,1,OG0002789,EAS44_RS23210,malE,False
GCF_000005845.2,b4035,malK,GCF_003697165.2,one_to_one,1,1,OG0002790,EAS44_RS23205,malK,False
GCF_000005845.2,b4036,lamB,GCF_003697165.2,one_to_one,1,1,OG0000338,EAS44_RS23200,lamB,False
GCF_000005845.2,b4037,malM,GCF_003697165.2,one_to_one,1,1,OG0002791,EAS44_RS23195,malM,False
GCF_000005845.2,b4038,yjbI,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4039,ubiC,GCF_003697165.2,one_to_one,1,1,OG0002792,EAS44_RS23190,ubiC,False
GCF_000005845.2,b4040,ubiA,GCF_003697165.2,one_to_one,1,1,OG0002793,EAS44_RS23185,ubiA,False
GCF_000005845.2,b4041,plsB,GCF_003697165.2,one_to_one,1,1,OG0002794,EAS44_RS23180,plsB,False
GCF_000005845.2,b4042,dgkA,GCF_003697165.2,one_to_one,1,1,OG0002795,EAS44_RS23175,dgkA,False
GCF_000005845.2,b4043,lexA,GCF_003697165.2,one_to_one,1,1,OG0002796,EAS44_RS23170,lexA,False
GCF_000005845.2,b4044,dinF,GCF_003697165.2,one_to_one,1,1,OG0002797,EAS44_RS23165,dinF,False
GCF_000005845.2,b4045,yjbJ,GCF_003697165.2,one_to_one,1,1,OG0002798,EAS44_RS23160,yjbJ,False
GCF_000005845.2,b4046,zur,GCF_003697165.2,one_to_one,1,1,OG0002799,EAS44_RS23155,zur,False
GCF_000005845.2,b4047,yjbL,GCF_003697165.2,no_ortholog,1,0,OG0005725,,,False
GCF_000005845.2,b4048,yjbM,GCF_003697165.2,no_ortholog,1,0,OG0004473,,,False
GCF_000005845.2,b4049,dusA,GCF_003697165.2,one_to_one,1,1,OG0002800,EAS44_RS23150,dusA,False
GCF_000005845.2,b4050,pspG,GCF_003697165.2,one_to_one,1,1,OG0002801,EAS44_RS23145,pspG,False
GCF_000005845.2,b4758,pspH,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4051,qorA,GCF_003697165.2,one_to_one,1,1,OG0002802,EAS44_RS23140,qorA,False
GCF_000005845.2,b4052,dnaB,GCF_003697165.2,one_to_one,1,1,OG0000051,EAS44_RS23110,dnaB,False
GCF_000005845.2,b4053,alr,GCF_003697165.2,one_to_one,1,1,OG0000339,EAS44_RS23105,alr,False
GCF_000005845.2,b4054,tyrB,GCF_003697165.2,one_to_one,1,1,OG0002803,EAS44_RS23090,tyrB,False
GCF_000005845.2,b4621,yjbS,GCF_003697165.2,no_ortholog,1,0,OG0005419,,,False
GCF_000005845.2,b4055,aphA,GCF_003697165.2,one_to_one,1,1,OG0002804,EAS44_RS23040,aphA,False
GCF_000005845.2,b4056,yjbQ,GCF_003697165.2,one_to_one,1,1,OG0002805,EAS44_RS23035,yjbQ,False
GCF_000005845.2,b4057,yjbR,GCF_003697165.2,one_to_one,1,1,OG0002806,EAS44_RS23030,yjbR,False
GCF_000005845.2,b4058,uvrA,GCF_003697165.2,one_to_one,1,1,OG0002807,EAS44_RS23025,uvrA,False
GCF_000005845.2,b4059,ssb,GCF_003697165.2,one_to_one,1,1,OG0000073,EAS44_RS23020,ssb1,True
GCF_000005845.2,b4060,yjcB,GCF_003697165.2,one_to_one,1,1,OG0002808,EAS44_RS23015,yjcB,False
GCF_000005845.2,b4061,pdeC,GCF_003697165.2,one_to_one,1,1,OG0003401,EAS44_RS23010,pdeC,False
GCF_000005845.2,b4062,soxS,GCF_003697165.2,one_to_one,1,1,OG0000010,EAS44_RS23005,soxS,False
GCF_000005845.2,b4063,soxR,GCF_003697165.2,one_to_one,1,1,OG0002809,EAS44_RS23000,soxR,False
GCF_000005845.2,b4459,ryjA,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4064,ghxP,GCF_003697165.2,many_to_one,2,1,OG0000048,EAS44_RS22995,ghxP,False
GCF_000005845.2,b4065,yjcE,GCF_003697165.2,one_to_one,1,1,OG0000172,EAS44_RS22990,yjcE,False
GCF_000005845.2,b4066,yjcF,GCF_003697165.2,no_ortholog,1,0,OG0004474,,,False
GCF_000005845.2,b4067,actP,GCF_003697165.2,one_to_one,1,1,OG0002810,EAS44_RS22970,actP,False
GCF_000005845.2,b4068,yjcH,GCF_003697165.2,one_to_one,1,1,OG0002811,EAS44_RS22965,yjcH,False
GCF_000005845.2,b4069,acs,GCF_003697165.2,one_to_one,1,1,OG0002812,EAS44_RS22960,acs,False
GCF_000005845.2,b4821,ytcB,GCF_003697165.2,no_ortholog,1,0,OG0005514,,,False
GCF_000005845.2,b4070,nrfA,GCF_003697165.2,one_to_one,1,1,OG0003402,EAS44_RS22950,nrfA,False
GCF_000005845.2,b4071,nrfB,GCF_003697165.2,one_to_one,1,1,OG0003403,EAS44_RS22945,nrfB,False
GCF_000005845.2,b4072,nrfC,GCF_003697165.2,one_to_one,1,1,OG0003404,EAS44_RS22940,nrfC,False
GCF_000005845.2,b4073,nrfD,GCF_003697165.2,one_to_one,1,1,OG0003405,EAS44_RS22935,nrfD,False
GCF_000005845.2,b4074,nrfE,GCF_003697165.2,one_to_one,1,1,OG0003406,EAS44_RS22930,nrfE,False
GCF_000005845.2,b4075,nrfF,GCF_003697165.2,many_to_one,2,1,OG0000065,EAS44_RS22925,nrfF,False
GCF_000005845.2,b4076,nrfG,GCF_003697165.2,one_to_one,1,1,OG0003407,EAS44_RS22920,nrfG,False
GCF_000005845.2,b4077,gltP,GCF_003697165.2,one_to_one,1,1,OG0002813,EAS44_RS22915,gltP,False
GCF_000005845.2,b4078,yjcO,GCF_003697165.2,one_to_one,1,1,OG0003408,EAS44_RS22910,yjcO,False
GCF_000005845.2,b4079,fdhF,GCF_003697165.2,one_to_one,1,1,OG0002814,EAS44_RS22880,fdhF,False
GCF_000005845.2,b4080,mdtP,GCF_003697165.2,one_to_one,1,1,OG0000107,EAS44_RS22875,mdtP,False
GCF_000005845.2,b4081,mdtO,GCF_003697165.2,one_to_one,1,1,OG0002815,EAS44_RS22870,mdtO,False
GCF_000005845.2,b4082,mdtN,GCF_003697165.2,one_to_one,1,1,OG0002816,EAS44_RS22865,mdtN,False
GCF_000005845.2,b4622,ytcA,GCF_003697165.2,one_to_one,1,1,OG0002971,EAS44_RS22860,ytcA,False
GCF_000005845.2,b4083,yjcS,GCF_003697165.2,one_to_one,1,1,OG0002817,EAS44_RS22855,yjcS,False
GCF_000005845.2,b4084,alsK,GCF_003697165.2,one_to_one,1,1,OG0003685,EAS44_RS22850,alsK,False
GCF_000005845.2,b4085,alsE,GCF_003697165.2,one_to_one,1,1,OG0003686,EAS44_RS22845,alsE,False
GCF_000005845.2,b4086,alsC,GCF_003697165.2,no_ortholog,1,0,OG0003409,,,False
GCF_000005845.2,b4087,alsA,GCF_003697165.2,one_to_one,1,1,OG0002818,EAS44_RS22835,alsA,False
GCF_000005845.2,b4088,alsB,GCF_003697165.2,one_to_one,1,1,OG0003687,EAS44_RS22830,alsB,False
GCF_000005845.2,b4089,alsR,GCF_003697165.2,one_to_many,1,2,OG0003410,EAS44_RS22825;EAS44_RS24370,EAS44_RS24370;alsR,False
GCF_000005845.2,b4090,rpiB,GCF_003697165.2,one_to_one,1,1,OG0002819,EAS44_RS22820,rpiB,False
GCF_000005845.2,b4487,yjdP,GCF_003697165.2,one_to_one,1,1,OG0003078,EAS44_RS22815,yjdP,False
GCF_000005845.2,b4092,phnP,GCF_003697165.2,one_to_one,1,1,OG0004007,EAS44_RS22810,phnP,False
GCF_000005845.2,b4093,phnO,GCF_003697165.2,one_to_one,1,1,OG0003688,EAS44_RS22805,phnO,False
GCF_000005845.2,b4094,phnN,GCF_003697165.2,one_to_one,1,1,OG0004008,EAS44_RS22800,phnN,False
GCF_000005845.2,b4095,phnM,GCF_003697165.2,one_to_one,1,1,OG0004009,EAS44_RS22795,phnM,False
GCF_000005845.2,b4096,phnL,GCF_003697165.2,one_to_one,1,1,OG0004010,EAS44_RS22790,phnL,False
GCF_000005845.2,b4097,phnK,GCF_003697165.2,one_to_one,1,1,OG0004048,EAS44_RS22785,phnK,False
GCF_000005845.2,b4098,phnJ,GCF_003697165.2,one_to_one,1,1,OG0004011,EAS44_RS22780,phnJ,False
GCF_000005845.2,b4099,phnI,GCF_003697165.2,one_to_one,1,1,OG0004012,EAS44_RS22775,phnI,False
GCF_000005845.2,b4100,phnH,GCF_003697165.2,one_to_one,1,1,OG0004013,EAS44_RS22770,phnH,False
GCF_000005845.2,b4101,phnG,GCF_003697165.2,one_to_one,1,1,OG0004014,EAS44_RS22765,phnG,False
GCF_000005845.2,b4102,phnF,GCF_003697165.2,one_to_one,1,1,OG0004015,EAS44_RS22760,phnF,False
GCF_000005845.2,b4583,phnE1,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4105,phnD,GCF_003697165.2,one_to_one,1,1,OG0004016,EAS44_RS22750,phnD,False
GCF_000005845.2,b4106,phnC,GCF_003697165.2,one_to_one,1,1,OG0004017,EAS44_RS22745,phnC,False
GCF_000005845.2,b4107,yjdN,GCF_003697165.2,one_to_one,1,1,OG0003411,EAS44_RS22740,yjdN,False
GCF_000005845.2,b4108,yjdM,GCF_003697165.2,one_to_one,1,1,OG0002820,EAS44_RS22735,yjdM,False
GCF_000005845.2,b4109,rdcA,GCF_003697165.2,one_to_many,1,2,OG0000340,EAS44_RS10560;EAS44_RS22730,EAS44_RS10560;crfC,False
GCF_000005845.2,b4110,rdcB,GCF_003697165.2,one_to_many,1,2,OG0000341,EAS44_RS10555;EAS44_RS22725,EAS44_RS10555;rdcB,False
GCF_000005845.2,b4111,proP,GCF_003697165.2,one_to_one,1,1,OG0000384,EAS44_RS22720,proP,False
GCF_000005845.2,b4703,pmrR,GCF_003697165.2,one_to_one,1,1,OG0002982,EAS44_RS22715,pmrR,False
GCF_000005845.2,b4112,basS,GCF_003697165.2,one_to_one,1,1,OG0003412,EAS44_RS22710,pmrB,True
GCF_000005845.2,b4113,basR,GCF_003697165.2,one_to_one,1,1,OG0002821,EAS44_RS22705,basR,False
GCF_000005845.2,b4114,eptA,GCF_003697165.2,one_to_one,1,1,OG0000342,EAS44_RS22700,eptA,False
GCF_000005845.2,b4115,adiC,GCF_003697165.2,many_to_one,2,1,OG0002409,EAS44_RS22695,adiC,False
GCF_000005845.2,b4116,adiY,GCF_003697165.2,one_to_one,1,1,OG0000407,EAS44_RS22690,adiY,False
GCF_000005845.2,b4117,adiA,GCF_003697165.2,one_to_one,1,1,OG0003413,EAS44_RS22685,adiA,False
GCF_000005845.2,b4118,melR,GCF_003697165.2,one_to_one,1,1,OG0003414,EAS44_RS22680,melR,False
GCF_000005845.2,b4119,melA,GCF_003697165.2,one_to_one,1,1,OG0003415,EAS44_RS22675,melA,False
GCF_000005845.2,b4120,melB,GCF_003697165.2,no_ortholog,1,0,OG0000007,,,False
GCF_000005845.2,b4121,yjdF,GCF_003697165.2,one_to_one,1,1,OG0002822,EAS44_RS22670,yjdF,False
GCF_000005845.2,b4122,fumB,GCF_003697165.2,one_to_one,1,1,OG0000409,EAS44_RS22665,fumB,False
GCF_000005845.2,b4123,dcuB,GCF_003697165.2,one_to_one,1,1,OG0002823,EAS44_RS22660,dcuB,False
GCF_000005845.2,b4124,dcuR,GCF_003697165.2,one_to_one,1,1,OG0002824,EAS44_RS22655,dcuR,False
GCF_000005845.2,b4125,dcuS,GCF_003697165.2,one_to_one,1,1,OG0002825,EAS44_RS22650,dcuS,False
GCF_000005845.2,b4126,yjdI,GCF_003697165.2,one_to_one,1,1,OG0003416,EAS44_RS22645,yjdI,False
GCF_000005845.2,b4127,yjdJ,GCF_003697165.2,one_to_one,1,1,OG0003417,EAS44_RS22640,yjdJ,False
GCF_000005845.2,b4128,ghoS,GCF_003697165.2,one_to_one,1,1,OG0003418,EAS44_RS22635,ghoS,False
GCF_000005845.2,b4559,ghoT,GCF_003697165.2,many_to_one,2,1,OG0000026,EAS44_RS22630,ghoT,False
GCF_000005845.2,b4129,lysU,GCF_003697165.2,one_to_one,1,1,OG0000496,EAS44_RS22625,lysS,True
GCF_000005845.2,b4130,dtpC,GCF_003697165.2,one_to_one,1,1,OG0000443,EAS44_RS22620,dtpC,False
GCF_000005845.2,b4131,cadA,GCF_003697165.2,one_to_one,1,1,OG0003138,EAS44_RS22615,cadA,False
GCF_000005845.2,b4132,cadB,GCF_003697165.2,one_to_one,1,1,OG0002826,EAS44_RS22610,cadB,False
GCF_000005845.2,b4133,cadC,GCF_003697165.2,one_to_one,1,1,OG0002827,EAS44_RS22600,cadC,False
GCF_000005845.2,b4654,yjdQ,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4134,pheU,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4135,dicD,GCF_003697165.2,one_to_one,1,1,OG0002828,EAS44_RS22205,dicD,False
GCF_000005845.2,b4136,dsbD,GCF_003697165.2,one_to_one,1,1,OG0002829,EAS44_RS22200,dsbD,False
GCF_000005845.2,b4137,cutA,GCF_003697165.2,one_to_one,1,1,OG0002830,EAS44_RS22195,cutA,False
GCF_000005845.2,b4138,dcuA,GCF_003697165.2,one_to_one,1,1,OG0002831,EAS44_RS22190,dcuA,False
GCF_000005845.2,b4825,aspX,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4139,aspA,GCF_003697165.2,one_to_one,1,1,OG0002832,EAS44_RS22185,aspA,False
GCF_000005845.2,b4140,fxsA,GCF_003697165.2,one_to_one,1,1,OG0002833,EAS44_RS22180,fxsA,False
GCF_000005845.2,b4141,yjeH,GCF_003697165.2,one_to_one,1,1,OG0002834,EAS44_RS22175,yjeH,False
GCF_000005845.2,b4142,groS,GCF_003697165.2,one_to_one,1,1,OG0002835,EAS44_RS22170,groS,False
GCF_000005845.2,b4143,groL,GCF_003697165.2,one_to_one,1,1,OG0002836,EAS44_RS22165,groL,False
GCF_000005845.2,b4144,yjeI,GCF_003697165.2,one_to_one,1,1,OG0002837,EAS44_RS22160,yjeI,False
GCF_000005845.2,b4145,yjeJ,GCF_003697165.2,one_to_one,1,1,OG0002838,EAS44_RS22155,yjeJ,False
GCF_000005845.2,b4146,epmB,GCF_003697165.2,one_to_one,1,1,OG0002839,EAS44_RS22150,epmB,False
GCF_000005845.2,b4147,efp,GCF_003697165.2,one_to_one,1,1,OG0002840,EAS44_RS22145,efp,False
GCF_000005845.2,b4410,ecnA,GCF_003697165.2,one_to_one,1,1,OG0003522,EAS44_RS22140,ecnA,False
GCF_000005845.2,b4411,ecnB,GCF_003697165.2,one_to_one,1,1,OG0000512,EAS44_RS22135,ecnB,False
GCF_000005845.2,b4148,gdx,GCF_003697165.2,one_to_one,1,1,OG0000400,EAS44_RS22130,sugE,True
GCF_000005845.2,b4149,blc,GCF_003697165.2,no_ortholog,1,0,OG0005793,,,False
GCF_000005845.2,b4150,ampC,GCF_003697165.2,one_to_one,1,1,OG0002841,EAS44_RS22120,ampC,False
GCF_000005845.2,b4151,frdD,GCF_003697165.2,one_to_one,1,1,OG0002842,EAS44_RS22115,frdD,False
GCF_000005845.2,b4152,frdC,GCF_003697165.2,one_to_one,1,1,OG0002843,EAS44_RS22110,frdC,False
GCF_000005845.2,b4153,frdB,GCF_003697165.2,one_to_one,1,1,OG0002844,EAS44_RS22105,frdB,False
GCF_000005845.2,b4154,frdA,GCF_003697165.2,one_to_one,1,1,OG0002845,EAS44_RS22100,frdA,False
GCF_000005845.2,b4155,epmA,GCF_003697165.2,one_to_one,1,1,OG0002846,EAS44_RS22095,epmA,False
GCF_000005845.2,b4156,yjeM,GCF_003697165.2,one_to_one,1,1,OG0002847,EAS44_RS22090,yjeM,False
GCF_000005845.2,b4157,yjeN,GCF_003697165.2,one_to_one,1,1,OG0003689,EAS44_RS22085,yjeN,False
GCF_000005845.2,b4158,yjeO,GCF_003697165.2,one_to_one,1,1,OG0002848,EAS44_RS22080,yjeO,False
GCF_000005845.2,b4159,mscM,GCF_003697165.2,one_to_one,1,1,OG0002849,EAS44_RS22075,mscM,False
GCF_000005845.2,b4160,psd,GCF_003697165.2,one_to_one,1,1,OG0002850,EAS44_RS22070,asd,True
GCF_000005845.2,b4161,rsgA,GCF_003697165.2,one_to_one,1,1,OG0002851,EAS44_RS22065,rsgA,False
GCF_000005845.2,b4162,orn,GCF_003697165.2,one_to_one,1,1,OG0002852,EAS44_RS22060,orn,False
GCF_000005845.2,b4163,glyV,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4164,glyX,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4165,glyY,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4670,yjeV,GCF_003697165.2,one_to_one,1,1,OG0003439,EAS44_RS22040,EAS44_RS22040,True
GCF_000005845.2,b4166,queG,GCF_003697165.2,one_to_one,1,1,OG0002853,EAS44_RS22035,queG,False
GCF_000005845.2,b4167,nnr,GCF_003697165.2,one_to_one,1,1,OG0002854,EAS44_RS22030,nnr,False
GCF_000005845.2,b4168,tsaE,GCF_003697165.2,one_to_one,1,1,OG0002855,EAS44_RS22025,tsaE,False
GCF_000005845.2,b4169,amiB,GCF_003697165.2,one_to_one,1,1,OG0002856,EAS44_RS22020,amiB,False
GCF_000005845.2,b4170,mutL,GCF_003697165.2,one_to_one,1,1,OG0002857,EAS44_RS22015,mutL,False
GCF_000005845.2,b4171,miaA,GCF_003697165.2,one_to_one,1,1,OG0002858,EAS44_RS22010,miaA,False
GCF_000005845.2,b4172,hfq,GCF_003697165.2,one_to_one,1,1,OG0002859,EAS44_RS22005,hfq,False
GCF_000005845.2,b4173,hflX,GCF_003697165.2,one_to_one,1,1,OG0002860,EAS44_RS22000,hflX,False
GCF_000005845.2,b4174,hflK,GCF_003697165.2,one_to_one,1,1,OG0002861,EAS44_RS21995,hflK,False
GCF_000005845.2,b4175,hflC,GCF_003697165.2,one_to_one,1,1,OG0002862,EAS44_RS21990,hflC,False
GCF_000005845.2,b4176,yjeT,GCF_003697165.2,one_to_one,1,1,OG0002863,EAS44_RS21985,yjeT,False
GCF_000005845.2,b4177,purA,GCF_003697165.2,one_to_one,1,1,OG0002864,EAS44_RS21980,purA,False
GCF_000005845.2,b4178,nsrR,GCF_003697165.2,one_to_one,1,1,OG0002865,EAS44_RS21975,nsrR,False
GCF_000005845.2,b4179,rnr,GCF_003697165.2,one_to_one,1,1,OG0002866,EAS44_RS21970,rnr,False
GCF_000005845.2,b4180,rlmB,GCF_003697165.2,one_to_one,1,1,OG0002867,EAS44_RS21965,rlmB,False
GCF_000005845.2,b4181,yjfI,GCF_003697165.2,one_to_one,1,1,OG0002868,EAS44_RS21960,yjfI,False
GCF_000005845.2,b4182,yjfJ,GCF_003697165.2,one_to_one,1,1,OG0002869,EAS44_RS21955,yjfJ,False
GCF_000005845.2,b4183,yjfK,GCF_003697165.2,one_to_one,1,1,OG0002870,EAS44_RS21950,yjfK,False
GCF_000005845.2,b4184,yjfL,GCF_003697165.2,one_to_one,1,1,OG0003419,EAS44_RS21945,yjfL,False
GCF_000005845.2,b4185,yjfM,GCF_003697165.2,one_to_one,1,1,OG0003420,EAS44_RS21940,yjfM,False
GCF_000005845.2,b4186,yjfC,GCF_003697165.2,one_to_one,1,1,OG0000502,EAS44_RS21935,yjfC,False
GCF_000005845.2,b4187,aidB,GCF_003697165.2,one_to_one,1,1,OG0003421,EAS44_RS21930,aidB,False
GCF_000005845.2,b4188,yjfN,GCF_003697165.2,one_to_one,1,1,OG0002871,EAS44_RS21925,yjfN,False
GCF_000005845.2,b4189,bsmA,GCF_003697165.2,one_to_one,1,1,OG0002872,EAS44_RS21920,bsmA,False
GCF_000005845.2,b4190,yjfP,GCF_003697165.2,one_to_one,1,1,OG0002873,EAS44_RS21915,yjfP,False
GCF_000005845.2,b4191,ulaR,GCF_003697165.2,one_to_one,1,1,OG0002874,EAS44_RS21910,ulaR,False
GCF_000005845.2,b4192,ulaG,GCF_003697165.2,one_to_one,1,1,OG0003422,EAS44_RS21905,ulaG,False
GCF_000005845.2,b4193,ulaA,GCF_003697165.2,one_to_one,1,1,OG0002875,EAS44_RS21900,ulaA,False
GCF_000005845.2,b4194,ulaB,GCF_003697165.2,one_to_one,1,1,OG0002876,EAS44_RS21895,ulaB,False
GCF_000005845.2,b4195,ulaC,GCF_003697165.2,one_to_one,1,1,OG0002877,EAS44_RS21890,ulaC,False
GCF_000005845.2,b4196,ulaD,GCF_003697165.2,one_to_one,1,1,OG0002878,EAS44_RS21885,ulaD,False
GCF_000005845.2,b4197,ulaE,GCF_003697165.2,one_to_one,1,1,OG0000505,EAS44_RS21880,ulaE,False
GCF_000005845.2,b4198,ulaF,GCF_003697165.2,one_to_one,1,1,OG0000394,EAS44_RS21875,ulaF,False
GCF_000005845.2,b4199,yjfY,GCF_003697165.2,one_to_one,1,1,OG0002879,EAS44_RS21870,yjfY,False
GCF_000005845.2,b4200,rpsF,GCF_003697165.2,one_to_one,1,1,OG0002880,EAS44_RS21865,rpsF,False
GCF_000005845.2,b4201,priB,GCF_003697165.2,one_to_one,1,1,OG0002881,EAS44_RS21860,priB,False
GCF_000005845.2,b4202,rpsR,GCF_003697165.2,one_to_one,1,1,OG0002882,EAS44_RS21855,rpsR,False
GCF_000005845.2,b4203,rplI,GCF_003697165.2,one_to_one,1,1,OG0002883,EAS44_RS21850,rplI,False
GCF_000005845.2,b4204,yjfZ,GCF_003697165.2,many_to_one,2,1,OG0003690,EAS44_RS21065,yjiC,False
GCF_000005845.2,b4205,ytfA,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4206,ytfB,GCF_003697165.2,one_to_one,1,1,OG0002884,EAS44_RS21795,ytfB,False
GCF_000005845.2,b4207,fklB,GCF_003697165.2,one_to_one,1,1,OG0002885,EAS44_RS21785,fklB,False
GCF_000005845.2,b4208,cycA,GCF_003697165.2,one_to_one,1,1,OG0002886,EAS44_RS21780,cycA,False
GCF_000005845.2,b4209,ytfE,GCF_003697165.2,one_to_one,1,1,OG0002887,EAS44_RS21775,ytfE,False
GCF_000005845.2,b4210,ytfF,GCF_003697165.2,one_to_one,1,1,OG0002888,EAS44_RS21770,ytfF,False
GCF_000005845.2,b4211,qorB,GCF_003697165.2,one_to_one,1,1,OG0002889,EAS44_RS21765,qorB,False
GCF_000005845.2,b4212,ytfH,GCF_003697165.2,one_to_one,1,1,OG0002890,EAS44_RS21760,ytfH,False
GCF_000005845.2,b4213,cpdB,GCF_003697165.2,one_to_one,1,1,OG0002891,EAS44_RS21755,cpdB,False
GCF_000005845.2,b4214,cysQ,GCF_003697165.2,one_to_one,1,1,OG0002892,EAS44_RS21750,cysQ,False
GCF_000005845.2,b4215,ytfI,GCF_003697165.2,no_ortholog,1,0,OG0004520,,,False
GCF_000005845.2,b4216,ytfJ,GCF_003697165.2,one_to_one,1,1,OG0000074,EAS44_RS21745,ytfJ,False
GCF_000005845.2,b4217,ytfK,GCF_003697165.2,one_to_one,1,1,OG0002893,EAS44_RS21740,ytfK,False
GCF_000005845.2,b4218,paeA,GCF_003697165.2,one_to_one,1,1,OG0002894,EAS44_RS21735,paeA,False
GCF_000005845.2,b4219,msrA,GCF_003697165.2,one_to_one,1,1,OG0002895,EAS44_RS21730,msrA,False
GCF_000005845.2,b4220,tamA,GCF_003697165.2,one_to_one,1,1,OG0002896,EAS44_RS21725,tamA,False
GCF_000005845.2,b4221,tamB,GCF_003697165.2,one_to_one,1,1,OG0002897,EAS44_RS21720,tamB,False
GCF_000005845.2,b4222,ytfP,GCF_003697165.2,one_to_one,1,1,OG0002898,EAS44_RS21715,ytfP,False
GCF_000005845.2,b4224,chpS,GCF_003697165.2,no_ortholog,1,0,OG0004475,,,False
GCF_000005845.2,b4225,chpB,GCF_003697165.2,many_to_one,2,1,OG0002067,EAS44_RS06075,mazF,False
GCF_000005845.2,b4226,ppa,GCF_003697165.2,one_to_one,1,1,OG0002899,EAS44_RS21710,ppa,False
GCF_000005845.2,b4227,ytfQ,GCF_003697165.2,one_to_one,1,1,OG0002900,EAS44_RS21705,ytfQ,False
GCF_000005845.2,b4485,ytfR,GCF_003697165.2,one_to_one,1,1,OG0003079,EAS44_RS21700,ytfR,False
GCF_000005845.2,b4230,ytfT,GCF_003697165.2,one_to_one,1,1,OG0002901,EAS44_RS21695,ytfT,False
GCF_000005845.2,b4231,yjfF,GCF_003697165.2,one_to_one,1,1,OG0002902,EAS44_RS21690,yjfF,False
GCF_000005845.2,b4232,fbp,GCF_003697165.2,one_to_one,1,1,OG0002903,EAS44_RS21685,fbp,False
GCF_000005845.2,b4233,mpl,GCF_003697165.2,one_to_one,1,1,OG0002904,EAS44_RS21680,mpl,False
GCF_000005845.2,b4234,yjgA,GCF_003697165.2,one_to_one,1,1,OG0002905,EAS44_RS21675,yjgA,False
GCF_000005845.2,b4235,tldE,GCF_003697165.2,one_to_one,1,1,OG0002906,EAS44_RS21670,pmbA,True
GCF_000005845.2,b4236,cybC,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4237,nrdG,GCF_003697165.2,one_to_one,1,1,OG0002907,EAS44_RS21660,nrdG,False
GCF_000005845.2,b4238,nrdD,GCF_003697165.2,one_to_one,1,1,OG0002908,EAS44_RS21655,nrdD,False
GCF_000005845.2,b4239,treC,GCF_003697165.2,one_to_one,1,1,OG0003423,EAS44_RS21650,treC,False
GCF_000005845.2,b4240,treB,GCF_003697165.2,one_to_one,1,1,OG0003535,EAS44_RS21645,treB,False
GCF_000005845.2,b4241,treR,GCF_003697165.2,one_to_one,1,1,OG0002909,EAS44_RS21640,treR,False
GCF_000005845.2,b4702,mgtL,GCF_003697165.2,one_to_one,1,1,OG0003440,EAS44_RS21635,mgtL,False
GCF_000005845.2,b4242,mgtA,GCF_003697165.2,one_to_one,1,1,OG0003424,EAS44_RS21630,mgtA,False
GCF_000005845.2,b4243,ridA,GCF_003697165.2,one_to_one,1,1,OG0003521,EAS44_RS21625,ridA,False
GCF_000005845.2,b4244,pyrI,GCF_003697165.2,one_to_one,1,1,OG0002910,EAS44_RS21620,pyrI,False
GCF_000005845.2,b4245,pyrB,GCF_003697165.2,one_to_one,1,1,OG0002911,EAS44_RS21615,pyrB,False
GCF_000005845.2,b4246,pyrL,GCF_003697165.2,one_to_one,1,1,OG0002912,EAS44_RS21610,pyrL,False
